id,date,type,feature_type,feature_subtype,description,lat,lon
630,2022-01-18T18:13:15Z,amenity,sidewalk,NA,There isn't a sidewalk for most of this road.  There is one closer to Quadra but it ends after two houses and then there is a hill to navigate and there can be limited visibility.  Cars are parked on the sides so you are forced to walk on the street.,48.452440342807584,-123.35965413350176
631,2022-01-19T02:25:34Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"While this intersection has been made a 4 way stop, many drivers don't at all. Some will enter the intersection while one is crossing. Others will display their displeasure of having to wait 15 seconds while one is walking in the crosswalk.",48.4592750209849,-123.46529735137385
632,2021-12-26T02:25:00Z,hazard-concern,weather related or seasonal,snow,Neither the province or town plow the sidewalk along Six Mile Rd. ,48.45797130210174,-123.46382696664882
633,2022-01-19T02:25:34Z,hazard-concern,weather related or seasonal,snow,The strata on Carly lane plow their snow and blocks the sidewalk during winter weather,48.456764152946604,-123.46857251467247
634,2022-01-19T05:12:25Z,incident,near miss,vehicle from behind,There is not enough room on Hillside avenue for a cyclist to ride safely (2 car lines). A car passed me 2 inches from my handle bar.,48.43907635704417,-123.36435664354754
635,2021-06-03T21:19:00Z,hazard-concern,safety/comfort concern,other,A strip of unpainted asphalt has been placed in the  shoulder/bike lane that is a hazard to cyclists and walkers. It appears as if the asphalt was placed to keep vehicles from cutting the corner into the bus stop area.,48.42152650854825,-123.50403221503029
636,2022-01-20T05:30:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,It's a 4 way stop and a lot of drivers don't stop. Pedestrians please be cautious. There is a stop light a block down on Sussex ave. You might want to cross there instead. ,49.20928354597336,-123.01248205035444
637,2022-01-21T01:00:00Z,incident,near miss,vehicle turning head-on,"Walking past the Shoal Condos, as we crossed the road alongside the condos a pickup truck came speeding up from the parking lot and blew right past us, missing us by inches and totally ignoring the stop sign.",48.421971830041095,-123.3843293540259
638,2022-01-20T16:33:02Z,hazard-concern,crossing issue,crosswalk needed,This path leads to Claremont school. A speed bump slows cars but they are not aware that children cross here frequently.,48.516849507562874,-123.37850886442284
639,2022-01-21T17:45:34Z,hazard-concern,safety/comfort concern,personal safety - inaequate lighting,"There are no sidewalks and no lighting on this block.  The road is narrow and cars come flying around the corner quickly.  This road is accessed by youth, children and families on foot walking to the Recreation park facilities and schools on the next block.",49.89511511680654,-119.38241997619015
640,2022-01-22T07:39:47Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"There is a stop for vehicles coming down the hill, but about 40% of them fail to stop properly. This is because it is really a corner and not an intersection. The two sub division residents have to drive along way into/out of the neighbourhood at 30 KPH and feel that the stop is a waste of their time, since it shouldn't be there in the first place.",48.45981440160146,-123.46993995040734
641,2022-01-22T07:39:47Z,hazard-concern,safety/comfort concern,other,There is a lot of trees and a stop/crossing on a property that block the view to the for drivesrs coming from Lund onto Chilco the obscures the view to the right. Traffic,48.45857154288839,-123.46676463033951
642,2022-01-24T07:35:12Z,hazard-concern,safety/comfort concern,personal safety - inaequate lighting,It's dark. Lights are off every night. ,49.27131760120934,-123.10637455470203
643,2022-01-05T16:35:00Z,amenity,traffic or pedestrian signal,NA,test,48.46511581309891,-123.39060330491736
644,2022-01-25T16:46:19Z,amenity,sidewalk,NA,"Lochside Dr. is very busy and trying to cross is treacherous. There should be a sidewalk on the west side of Lochside as well as a sidewalk on the North Saanich & Central Saanich portions of the EAST side. The addition of controlled crosswalks, better lighting, and lower speed limits would help as well ",48.63546265216887,-123.4056961143564
645,2022-01-26T15:36:56Z,incident,near miss,vehicle turning left,test,48.42827803944694,-123.42977661134898
646,2021-12-08T00:41:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Long, straight stretch of road encourages speeding. ",48.43088745686734,-123.37821737304836
647,2022-01-28T00:00:06Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Drivers coming off of Pear st and onto Shelbourne making a turn in any direction rarely check if the crosswalk is clear before doing so. On numerous occasions, I have almost been hit by a car while crossing on a walk signal. ",48.45852370672214,-123.33297381475522
648,2022-01-27T08:10:06Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"This is a four-way stop. Drivers are often too focused on other cars and the order of movement to notice any pedestrians in the crosswalks. There's also a very busy bus stop here, which creates a lot of pedestrian traffic and a lot of space for potential incidents. ",48.459889973214935,-123.33008062088396
649,2022-01-27T08:10:06Z,hazard-concern,crossing issue,signal - pedestrian interval too short,"This intersection cluster was created by someone who seems to have no regard for anyone not in a car. Signals are often unclear and take a very long time to repeat, so what should be a 10-sec crossing turns into at least 3-5min of waiting as cars go. People on bikes or in wheelchairs are often at higher risk here as the pedestrian areas are much lower to the street, encouraging cars to come as close as possible to people who may not be able to move away quickly. ",48.42788963170237,-123.36997675518515
650,2022-01-26T16:57:00Z,hazard-concern,side walk infrastructure issue,other,No sidewalk at all. Cars speed through here as a shortcut and there is literally no sidewalk anywhere ,48.42947358202094,-123.3509356677141
651,2022-01-01T14:04:00Z,amenity,sidewalk,NA,"Noticed a hazard report for north park block but it’s actually this street without sidewalks. It’s a dangerous street to walk as a result, though it’s ironically lined up with the pedestrian crosswalk on cook.",48.42909677379227,-123.35104357064712
652,2022-01-27T14:04:07Z,incident,near miss,vehicle turning head-on,Speeding truck very nearly hit pedestrian using crossing with dog. ,48.428653530259915,-123.34524516576411
653,2022-01-26T17:11:00Z,hazard-concern,crossing issue,signal - pedestrian interval too short,There are 2 issues at this intersection. 1 - The pedestrian crossing light between the trail out of Rainbow park crossing Mackenzie to Douglas is too short. Cyclists crossing Mackenzie from Douglas to the Rainbow Park trail have to cross the traffic and ride the wrong way in the Douglas bike lane to access the button to activate the crosswalk light because there is no in road or other method of activating the light for crossing Mackenzie.,48.468403097424115,-123.37898216101703
654,2022-01-26T17:30:00Z,hazard-concern,crossing issue,conflict with vehicles turning left,"An official labelled bike route on Dieppe Road brings North bound cyclists onto the sidewalk on Quadra St. The crosswalk button delays the green light on Chatterton for a few seconds after the lights turn red on Quadra which is great for pedestrians crossing at the sidewalk and also permits cyclists to cross North bound to Chatterton in the correct lane from the driveway on the south side of Quadra. However, there is no signage either for drivers or cyclists that this crossing is possible.",48.48579620945405,-123.38242233590837
655,2022-01-21T18:11:00Z,hazard-concern,safety/comfort concern,other,An unmarked raised pavement curb intended to redirect water flow on the road has been built across the bike lane. The pavement is a hazard to cyclists and anyone else who may be using a wheel chair because they are forced into traffic.,48.6301230322167,-123.42115353204592
656,2022-01-22T02:00:00Z,incident,near miss,vehicle turning head-on,Cycling East on Haultain with spouse. Night with lights + reflective gear. Multiple vehicles driving west. Problem is cars parked on both sides of the road causing single lane traffic combined with cars/trucks not slowing = scary. ,48.43627468336354,-123.34195664269167
657,2022-01-28T22:52:54Z,hazard-concern,safety/comfort concern,other,"The bollard at the start of the bike lane where the Johnson Street offramp meets Wharf Street heading east then south is both confusing and hazardous. The space on the bike path is too narrow to navigate and the bollard itself is a crashing hazard. It is also unclear on how the cyclist is to navigate, which side of the bollard one should take.",48.42759567753467,-123.37018824601427
658,2022-01-15T01:24:00Z,incident,near miss,vehicle turning left,"Car tried to move through intersection turning left off pandora on a yellow light, but because the intersection is so expansive, the car was caught half way through when pedestrian walk signal turned on. It was dark and rainy out. Vehicle stopped within inches of a pod of pedestrians in the crosswalk. This would have been a fatality had the pedestrians not jumped out of the way. Car sped off like nothing happened. ",48.42654889033272,-123.33691542042223
659,2022-01-29T04:56:07Z,hazard-concern,side walk infrastructure issue,missing curb cut,No let down for sidewalks on Cadboro Bay either side of Killarney. Strollers and elderly very hard to navigate.,48.46032617265487,-123.29848598659558
660,2022-01-29T04:56:07Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,"Extreme level of traffic through the village now. Most times I walk through cars not leaving room for pedestrians, proceeding through crosswalk right behind people etc.",48.46100745268715,-123.2975935114172
661,2022-02-01T16:49:59Z,incident,near miss,vehicle turning head-on,"Mother with stroller, toddler and child on a scooter were a near miss by a speeding white minivan speeding down the road towards Pandora. Blew the crosswalk- where there was an elderly person & dog. ",48.428903569288074,-123.350040634109
662,2022-02-01T16:09:17Z,hazard-concern,crossing issue,other,"Crossing Cadboro Bay Rd by bike is very difficult. The road is very wide so traffic moves very fast. Crossing from the Cedar Hill Rd side is made worse by a corner, hedges and hill. It nearly impossible to know when there is a safe gap in traffic. Additionally there are multiple slip lanes which encourage high speed turns and merged by cars.

This is easily one of the least safe places to bike which is ridiculous because it's a major cycling route to the university and for sport riding.",48.45390603291758,-123.30265603365933
663,2022-01-28T16:39:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"The sidewalk has no buffer from the road. There is a lot of traffic that moves quite fast. When walking on the inside of this corner, vehicles moving in excess of 50km/h come within a foot or less of you. It's extremely uncomfortable to walk here. You can sometimes feel the wind off the vehicles passing you by!",48.42286907169566,-123.33011706405537
664,2022-01-27T21:12:00Z,hazard-concern,safety/comfort concern,other users - bicycle,Foul Bay is very narrow between Milton St and Oak Bay Ave. There is a lot of street parking and there is no bike lane. Traffic is heavy and often impatient. I often am passed unsafely or get harassed for taking the lane during this section.,48.42759102831518,-123.32271546540076
665,2022-02-01T18:17:17Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"This area is very constrained for space, leaving few options. An ideal solution would be a few mini roundabouts. This would stop high speeds/passing that is encouraged by the straight road design. It would also improve the space for pedestrians and eliminate the need for traffic lights.


These streets are designed like highways for no purpose. They connect to narrower sections but around this area are extremely wide and multi-lane.",48.42653664185411,-123.3368520738217
666,2022-02-01T19:05:13Z,hazard-concern,crossing issue,other,"The crosswalks are very long because of the trapezoid shape of the intersection. Also, you have to wait for long periods of time because the crossing light runs every 4 cycles, unlike most intersections which have 2 cycles. This makes for a very frustrating area to cross and encourages frequent jaywalking for preferred paths.",48.42651550883724,-123.33692822167848
667,2022-02-01T19:05:13Z,amenity,marked crosswalk,NA,"This is a desirable area to cross in order to connect the park, bus stops and Stadacona center. Also it would allow avoiding the terrible Oak Bay Junction intersection. Currently it is unmarked and unsafe.",48.42653892394725,-123.33817891861135
668,2022-02-01T19:05:13Z,amenity,marked crosswalk,NA,"This is a desired path to cross for pedestrians. It connects bus stops, the Stadacona center, parks and multiple high density residential buildings. Pedestrians frequently take the risk to cross 4 lanes (7 if you count bike and bus lane). It is an unmarked crossing and it would allow avoiding the awful Oak Bay Junction crossings.",48.426064074166256,-123.3380330162794
669,2022-02-01T19:05:13Z,amenity,marked crosswalk,NA,"St Charles has only one, very narrow sidewalk on the opposite side of Angus Road. It is also a very wide road that allows for high speed cut-through traffic when street parking is vacant. It is also a very heavily used pedestrian route that connects the Oak Bay Junction to Fairfield Plaza. Drivers do not stop to allow pedestrians to cross here, so a marked crosswalk would be helpful.",48.42160052934355,-123.33893892180372
670,2022-02-01T19:05:13Z,amenity,connections (e.g. cut-through needed),NA,"The Rockland area is very difficult to navigate as a pedestrian or cyclist. There are few route options and lacking side walks. The area is especially lacking in cross-connectivity.

There is already a connection here, but it is blocked by a locked gate. If it were opened to the public it would provide a desperately needed cross connection for pedestrians. It would offer a beautiful and safe alternative to Fort Street and provide more access to the park.",48.42459323680056,-123.33554935334318
671,2022-02-01T19:05:13Z,amenity,marked crosswalk,NA,"Walkers frequently use Terrace Avenue as a route. It has a park and very little traffic, so it's ideal for recreational walks as well as for connecting Oak Bay Junction to the Rockland neighbourhood. A marked crossing would recognise this location's value and use as a pedestrian route.",48.42247645530796,-123.33393891851433
672,2022-01-30T18:05:00Z,hazard-concern,safety/comfort concern,other,"Richmond traffic is often high speed and high volume. The side walk has no buffer from the road. In addition to that, this particular area lacks a marked side walk and has a parking space which often results in local residents parking in the path of the sidewalk, forcing pedestrians to walk IN the path of the high speed Richmond traffic.

I have often had very uncomfortable moments here as I've had to walk in the road to get around a parked car.",48.422163167913865,-123.33066738793691
673,2022-01-28T19:05:00Z,amenity,marked crosswalk,NA,Richmond has very few marked crossings. This particular location has a school that also happens to be a popular area for local residents to walk through. So it provides a neighbourhood connection point where people often want to cross. A marked crosswalk would help kids and residents cross between neighbourhoods.,48.42111338261773,-123.33148510940859
674,2022-02-01T19:05:13Z,amenity,connections (e.g. cut-through needed),NA,The Rockland neighbourhood offers few cross connections which makes pedestrian routes long and undesirable. The Government House grounds are currently a large tract of land that prevent cross-connectivity. This is a bit ironic since they have beautiful trails and it is a wonderful place for pedestrians to visit. More access points would benefit the surrounding neighbourhoods by improving cross-connectivity and offering safe and enjoyable walking routes between neighbourhoods.,48.41654774919949,-123.34279010892743
675,2022-02-01T19:05:13Z,hazard-concern,safety/comfort concern,vehicles - number makes uncomfortable,This area is popular with sightseeing motorists. It is also really popular for cyclists. This particular area often has conflicts with motorists wanting to pass unsafely. Far more traffic volume passes through here than can be justified by the residences here and it is unnecessary given the other route options.,48.408723386153724,-123.33250960224964
676,2022-02-01T19:48:20Z,amenity,marked crosswalk,NA,This is a common spot for people crossing between the UVic chip trail and the Henderson park trail/parking on the south side of Cedar Hill Cross Rd. The wide lanes along Cedar Hill encourage high driving speeds and the street parking makes it difficult for people crossing to see approaching vehicles and vice versa.,48.45811279701059,-123.31333239517905
677,2022-02-01T19:48:20Z,amenity,marked crosswalk,NA,This is a common spot for people crossing between the UVic and the south side of Cedar Hill Cross Rd. The wide lanes along Cedar Hill encourage high driving speeds and the street parking makes it difficult for people crossing to see approaching vehicles and vice versa.  The lack of a sidewalk on the north side of Cedar Hill Cross Rd also makes accessing trails on UVic campus more challenging.,48.45739157306029,-123.31092182558629
678,2022-02-01T19:48:20Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Riding a bike along here is very uncomfortable. There is often a high traffic volume and the wide, straight lanes encourage high speeds. People driving are often impatient and aggressive. Street parking forces people on bikes to choose between the risk of being doored or being harassed/passed dangerously by vehicles. Signage marks this as a “bike route” but there is no supporting infrastructure. ",48.456382469440285,-123.30784182260396
679,2022-02-02T00:46:46Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"This section of Dallas road is straight and wide, encouraging unsafe vehicle speeds. There is no buffer between the sidewalk and the road, making walking along the sidewalk very uncomfortable. I usually opt to walk through the cemetery to avoid this, which is a shame since it’s a beautiful shoreline. ",48.41015087830254,-123.34047733397973
680,2022-02-02T00:46:46Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,The large corner radii at this intersection allow vehicles entering St Charles from Fort or exiting St Charles onto Fort to make right turns at dangerous speed and also increase the crossing distance for pedestrians. Vehicles exiting St Charles frequently stop well into the crosswalk. Power lines in the sidewalk and vehicles in the crosswalk block visibility of people crossing.,48.42552365285568,-123.33933687423021
681,2022-01-14T18:08:00Z,hazard-concern,side walk infrastructure issue,"obstruction - uneven sidewalk (eg. roots, holes, cracks)",Too many uneven cracks. ,48.427670523806356,-123.35611721203759
682,2022-02-04T21:05:00Z,incident,hit by,vehicle turning left,I was crossing the intersection at a cross walk with the crossing light. I was half way across then a pickup truck turning left cut across in front of me and struck me. Luckily I stayed on my feet. Marks on my wrists from contact with the truck,47.55430968060083,-52.714015787239795
683,2022-02-06T22:29:00Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"This is a very dangerous intersection. Motorists turning east onto Belleville from Government routinely charge and intimidate me as I am trying to cross the street.

I live in James Bay. I walk up Government to go to the dentist, do banking, buy stuff at Murchies for birthdays, get kids clothes at Bay Centre, all that sort of thing.",48.420558060313724,-123.36871011081941
684,2022-02-04T04:29:00Z,hazard-concern,crossing issue,drivers don't stop or yield to pedestrians,Motorists traveling west on Toronto Street routinely charge me as I am crossing here.,48.415802939912616,-123.36909767406944
685,2022-02-07T19:00:00Z,incident,near miss,vehicle turning left,"Crossing on crosswalk, walk signal activated.

Vehicle turning from Watkiss Way onto Helmcken Road failed to stop ",48.46653084018133,-123.42870551896823
686,2022-02-08T21:03:09Z,hazard-concern,side walk infrastructure issue,too narrrow,"Sidewalk here and the corner waiting area is tiny and difficult to have two people walking side by side, add a couple dogs and there is no way to safely navigate.  This sidewalk and corner pedestrian areas are inadequate for the number and speed of vehicle coming by and around the corner.",48.45896232738516,-123.35104413834412
687,2022-02-08T21:03:09Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,The bus stop is right next to the road with no sidewalk to get to it or even at the bus stop it self. Vehicles are traveling at a high speed in the area.,48.45408245177239,-123.35067369172431
688,2022-02-13T18:45:00Z,incident,near miss,vehicle turning right,Vehicle pulled out of the rec center didn't stop  and also didn't look right. She was only looking left for vehicles heading down the hill. I was on the sidewalk heading west. Driver didn't even see me. I banged on her trunk with my hand. ,48.44763555100064,-123.46569259037531
689,2022-02-16T23:42:04Z,hazard-concern,crossing issue,poor visibility of pedestrians,"This is a common route for people leaving UVic campus by bike or on foot. Street parking blocks visibility of traffic along Cedar hill X road, making crossing challenging. This is worsened by vehicle speeds, which are often fast along this road.",48.4581141985612,-123.3132653713701
690,2022-02-17T00:06:48Z,hazard-concern,crossing issue,conflict with vehicles turning right,"The right turn slip lane from Cedar Hill X onto Cadboro Bay presents a challenge for people on bikes going straight onto Upper Terrace. The slip lane allows vehicles to begin the turn at high speeds. Bikes going straight through must either take the lane early and risk harassment, or be cut off by high speed right turn traffic.",48.454320902520706,-123.30319255227074
691,2022-02-17T00:06:48Z,amenity,sidewalk,NA,"Upper terrace completely lacks sidewalks. People have to walk in the road and often have to walk on the lawns to avoid conflict with passing vehicles. This is challenging for people with mobility issues or strollers, especially when there are also vehicles parked on the street.",48.451997820638205,-123.30297507401967
692,2021-06-09T16:06:00Z,incident,near miss,vehicle turning head-on,"I was heading north on Beach Drive by bike and passed at the blind corner by someone driving. Oncoming traffic led them to swerve back into the lane, nearly colliding with me and driving me off the road. This is not the first time I’ve been unsafely passed at this corner. Should I take the lane and risk harassment instead?",48.44924688320104,-123.29476659932651
693,2022-02-17T00:06:48Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Signage marks Beach Drive north of Cattle point as a “bike route” yet the posted speed limit is 50 km/hr. The survival rate for people hit by vehicles traveling this speed is 20%. Reducing the speed of vehicles along Beach Drive between Cattle point and Cadboro Bay could improve comfort and safety for both people walking and cycling, making this a genuine bike route for people of all abilities.",48.43874282957351,-123.29512779395536
694,2022-02-17T00:06:48Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,The multiple slip lanes at this intersection increase crossing distances unnecessarily for pedestrians and allow vehicles to make right turns to and from Windsor Rd without slowing. This makes crossing very uncomfortable for people walking. Riding a bike past this intersection southbound on Beach Drive is also hazardous because of the complexity and speed of turning vehicles. ,48.42416412536639,-123.30591275138401
695,2022-02-17T22:19:39Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"Vehicle speeds along Oak Bay are often dangerously fast. This is unsurprising, given that vehicle lanes are approximately 7 m. Even with street parking (which isn’t consistently present), this leaves well over 3.7 m lanes in each direction, which is the recommended lane width for Canadian highways and expressways. Why does a residential and commercial street have wider lanes than a highway?",48.426521935954575,-123.33360398648362
696,2018-09-11T16:19:00Z,incident,hit by,vehicle turning right,"I was headed east by bike on Oak Bay. Someone in a vehicle wasn't paying attention and pulled out of the gas station, hitting me broadside and knocking me into the oncoming traffic lane. An ambulance was called. It's a tough spot for everyone. Traffic speeds are often high and it’s a complex environment with driveways, side streets, people crossing and street parking.",48.42644413458186,-123.3242761365622
697,2021-03-17T16:19:00Z,incident,hit by,vehicle turning right,"I was traveling east on Fort by bike. A person passed me in the vehicle lane and stopped by the White Spot without signaling but looking like they intended to make a right turn into the parking lot. It looked like they were waiting for me to pass in the bike lane, but as I went to pass they turned and I hit the side of the vehicle. Fortunately, I wasn’t moving very quickly. This section of bike lane is challenging, with right turning vehicles a routine threat.",48.43097567184431,-123.32738580215009
698,2022-02-17T16:25:15Z,amenity,traffic or pedestrian signal,NA,Crosswalk needed at West Saanich and Marchant.,48.57274411672063,-123.44244208934057
699,2022-02-18T18:04:38Z,hazard-concern,crossing issue,other,"No crosswalk, no traffic calming, no lights, poor signage. People (school kids) j-walking. ",48.471074080494716,-123.39740624835812
700,2022-02-12T23:35:00Z,incident,hit by,vehicle turning left,"Pedestrian, with walk sign, was crossing Cypress Ave (on the East Side of Cooper Avenue) from south to north, when he was struck by a left turning driver from west bound Cooper. First impact knocked pedestrian to the ground and they were laying in the cross walk and the second left turning driver in large SUV (from Cooper west bound) ran over victim and dragged them about 10-15 feet further up Cypress Ave.",40.69407677857043,-73.89731514086726
701,2021-05-11T23:00:00Z,incident,near miss,vehicle turning left,"unfortunately guesstimating date, but an ongoing concern... Food delivery drivers coming up Vancouver St. from View St.  towards Yates St., and turning left into the exit lane of the London Drugs parking lot, ignoring the ""no left turn"" sign, and nearly hitting me. I see folks turning into the exit lane there all the time. danger!",48.42485795417191,-123.35673249948236
702,2022-02-18T20:25:20Z,amenity,sidewalk,NA,"Tanner road needs sidewalks on both sides of the road. Safe bus stops with garbage cans (at the very least). It is a very unsafe environment for pedestrians and the children who catch the school bus on the side of the road, which has no curb or sidewalk. The traffic travels at 50km at least. Please address this area!",48.55442930442982,-123.3982790768919
703,2022-02-18T20:34:42Z,amenity,sidewalk,NA,"There are many walkers along this stretch.  A sidewalk is already in the plans for Fulton Road from Sooke Road to Townview Terrace, but the stretch of Fulton Road beyond that point is very dangerous for pedestrians ",48.42017367093186,-123.51096136325154
704,2022-02-18T22:21:26Z,amenity,sidewalk,NA,"Sidewalk alternates to either side of the road in several places. Some sections have no sidewalk. It is frequently used by pedestrians, and can be dangerous. The shoulder of the road can be quite muddy and slippery.",48.45396758904753,-123.4864917393556
705,2022-02-19T04:52:20Z,amenity,sidewalk,NA,There is no sidewalk on either side of Strathmore road. Pedestrians must walk in the bike lane - which is often partially blocked by parked vehicles. This forces pedestrians into the street.,48.450574331761736,-123.50350118682607
706,2022-02-18T23:00:00Z,hazard-concern,crossing issue,signal - pedestrian interval too short,"There are many elders and people with mobility issues who live in the area. When crossing Veterans Memorial Pkwy, the pedestrian light will often turn red before I can get to the other side. ",48.4474110185224,-123.49556067836886
707,2022-02-17T11:55:00Z,incident,hit by,vehicle turning left,"I was crossing with the light and crossing sign from the NW corner to the SW corner of 9th and Neil. A driver turning left on Neil (turning north to west) made a left turn on top of me. I was hit by the SUV and knocked to the ground. I was very lucky he saw me as he hit me and stopped. If not, his SUV would have crushed me - I was knocked to the ground beneath the wheels. The driver got out of the vehicle and helped me. We exchanged info. ",39.9933097425218,-83.0141771810043
708,2022-02-19T22:55:14Z,hazard-concern,side walk infrastructure issue,other,There are no sidewalks at all.,48.454035791000564,-123.4452167125402
709,2022-02-20T22:33:34Z,amenity,sidewalk,NA,"There is no sidewalk on the south side of Tattersall between Quadra and Maplewood. To get to Quadra street, residents must jaywalk to the north side of Tattersall and access the sidewalk there. They can't walk on the grass on the south side of Tattersall because there are obstructions that would force them on to the road.",48.45767949661748,-123.35861109676902
710,2021-03-12T22:58:00Z,hazard-concern,side walk infrastructure issue,other,Curvy bus route no sidewalk or safe bike path   Fast moving traffic,48.57484901656492,-123.46441017913374
711,2022-02-20T22:58:45Z,amenity,sidewalk,NA,"Fast moving traffic children come down narrow road to and from school 
",48.57425860970658,-123.45628004442224
712,2022-02-20T23:08:01Z,amenity,sidewalk,NA,Busy narrow road with no parking lot or sidewalk. Muddy parking off road area is inadequate for pedestrians ,48.55962198634637,-123.45447243636588
713,2000-02-21T04:16:00Z,hazard-concern,side walk infrastructure issue,obstruction - inadequate or lack of safe detour for pedestrians,"No sidewalk on Sims Ave, either side, from Seaton to Regina",48.45603818055198,-123.38503199774489
714,2022-02-21T04:48:24Z,amenity,sidewalk,NA,"All along Elk Lake Drive(parallel to the highway17) there is no sidewalk from Halliburton towards the rec center.   There are people who walk to Beaver Lake park.  There are people who walk to Commonwealth Rec center, there are people who walk to Berwick and people who walk to the bus stops.  PLEASE build a sidewalk and bike path along here. I fear for my safety every time.  
",48.517286246084026,-123.38596836342639
715,2022-02-21T16:28:11Z,amenity,sidewalk,NA,Between Lobo Vale road and Latoria road it would really be beneficial to have a sidewalk.I tried several times to zoom in and mark the area on the map but was unable to.,48.42905935756153,-123.52982938233512
716,2022-02-21T16:28:11Z,amenity,sidewalk,NA,"There is only a small portion of Luxton road that has a sidewalk, it would be great if all of it did.",48.42018662811496,-123.53758683503759
717,2022-02-20T22:40:00Z,incident,near miss,vehicle turning right,"I’ve nearly been hit here numerous times, particularly when walking west on the south side of Fort. Vehicles exiting Moss onto Fort rarely stop at the stop line and are often focused exclusively on the direction of oncoming Fort traffic, not noticing pedestrians crossing on their right. I’ve had to shout at people to avoid being hit when I’ve been directly in front of their vehicle.",48.42318347053446,-123.34696836505441
718,2022-02-21T22:40:12Z,hazard-concern,safety/comfort concern,vehicles - speed makes uncomfortable,"The section of Fort between Cook and Yates is a drag strip. Vehicle speeds are high, and people driving routinely jockey to be at the front of the pack before the street narrows to one lane at Yates. This makes being outside of a vehicle or crossing incredibly uncomfortable, especially when the sidewalk is closed and people have to walk in the bike lane. Are two through lanes really necessary?",48.423053661682566,-123.35066621029411
719,2022-02-21T22:40:12Z,hazard-concern,crossing issue,other,"This intersection is massively overbuilt. This results in long crossing distances for pedestrians and encourages dangerous vehicle speeds. The corner radius from Cowichan onto Richardson is huge, making the crossing distance for pedestrians about 30 meters! The slip lane onto Runnymede creates a sidewalk that is not accessible for people with disabilities or strollers.",48.42014681512987,-123.32527292532566
720,2022-02-21T22:40:12Z,amenity,connections (e.g. cut-through needed),NA,"People frequently “jaywalk” across Fort and Pandora along Belmont (technically these are unmarked crosswalks, but good luck getting anyone to stop for you). Infrastructure to facilitate these desired crossings would be very beneficial for supporting walkability around the Fort Street Junction. People often have to go far out of their way to get to desired locations (businesses, bus stops, parks) when walking, because of the awkward geometry of the Junction. ",48.42632185380515,-123.33808530366402
721,2022-02-22T01:05:51Z,amenity,sidewalk,NA,Existing sidewalk is very narrow. Residents in the area often partially park on the sidewalk. Sidewalk is close to vehicles. Sidewalk is not wide enough for a mother and child to walk sidebyside. ,48.46908964257628,-123.38829380071034
722,2022-02-22T03:48:37Z,amenity,sidewalk,NA,No sidewalks on either side of road. Irregular parking by vehicles for pedestrians walking downtown. ,48.433629741716025,-123.38326717278244
726,2022-02-22T05:18:27Z,amenity,sidewalk,NA,"This sidewalk brings access to major amenities like flying squirrel, driftwood and wholesale club. It needs a new accessible sidewalk with a cross walk as well. ",48.433002409591644,-123.39440264993287
727,2021-12-09T22:10:00Z,incident,hit by,vehicle turning head-on," Car passed me in roundabout and hit me when coming out of the roundabout - knocked me off my bike. Reported to police, town of Sidney.",48.65871115298163,-123.41016755597353
728,2022-02-22T21:35:38Z,hazard-concern,crossing issue,other,We need safe bus stops with sidewalks on this side of Tanner Rd. It is ridiculous that any of bus stops on this side of Tanner are acceptable. This is a residential area in which it can be fairly dangerous just to go for a walk or catch a bus. ,48.55437334553297,-123.39494509054107
729,2022-02-22T14:26:47Z,hazard-concern,safety/comfort concern,other users - bicycle,"Why this overapass has the switchback at both ends, why this overpass has sharp 90 degree corners.",48.66245434588574,-123.41653892289555
730,2022-02-23T19:40:06Z,amenity,sidewalk,NA,"This is the most direct route into Sooke from the secodary school. People walk and ride here often, but there is no designated bike lane or sidewalk.",48.38357703460698,-123.70684667581068
731,2022-02-23T19:40:06Z,hazard-concern,crossing issue,conflict with vehicles turning right,There is no sidewalk and a blind corner. People turning off charters onto sooke road are not aware of people walking the other direction. People often roll through the stop.,48.38106335196051,-123.7120699268532
732,2022-02-23T19:40:06Z,hazard-concern,side walk infrastructure issue,other,There is a curb in the bike lane.,48.38059210921459,-123.71273096018727
733,2022-02-23T22:57:34Z,hazard-concern,crossing issue,crosswalk needed,Our family wants to let our daughter walk to school but she has no crosswalk and it's busy in the mornings and summers during camping season.  ,48.45994174987768,-123.54967023113505
